Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-01-26 16:00:00,1058,52.0,42.0
Guangdong,Mainland China,2020-01-26 16:00:00,111,,2.0
Zhejiang,Mainland China,2020-01-26 16:00:00,104,,1.0
Henan,Mainland China,2020-01-26 16:00:00,83,1.0,
Chongqing,Mainland China,2020-01-26 16:00:00,75,,
Hunan,Mainland China,2020-01-26 16:00:00,69,,
Beijing,Mainland China,2020-01-26 16:00:00,68,,2.0
Anhui,Mainland China,2020-01-26 16:00:00,60,,
Shandong,Mainland China,2020-01-26 16:00:00,46,,
Sichuan,Mainland China,2020-01-26 16:00:00,44,,
Shanghai,Mainland China,2020-01-26 16:00:00,40,1.0,1.0
Guangxi,Mainland China,2020-01-26 16:00:00,36,,
Jiangxi,Mainland China,2020-01-26 16:00:00,36,,
Fujian,Mainland China,2020-01-26 16:00:00,35,,
Jiangsu,Mainland China,2020-01-26 16:00:00,33,,1.0
Hainan,Mainland China,2020-01-26 16:00:00,22,,
Shaanxi,Mainland China,2020-01-26 16:00:00,22,,
Liaoning,Mainland China,2020-01-26 16:00:00,21,,
Yunnan,Mainland China,2020-01-26 16:00:00,16,,
Heilongjiang,Mainland China,2020-01-26 16:00:00,15,1.0,
Tianjin,Mainland China,2020-01-26 16:00:00,14,,
Hebei,Mainland China,2020-01-26 16:00:00,13,1.0,
Shanxi,Mainland China,2020-01-26 16:00:00,9,,
Hong Kong,Hong Kong,2020-01-26 16:00:00,8,,
Inner Mongolia,Mainland China,2020-01-26 16:00:00,7,,
Gansu,Mainland China,2020-01-26 16:00:00,7,,
Guizhou,Mainland China,2020-01-26 16:00:00,5,,
Macau,Macau,2020-01-26 16:00:00,5,,
Ningxia,Mainland China,2020-01-26 16:00:00,4,,
Jilin,Mainland China,2020-01-26 16:00:00,4,,
Taiwan,Taiwan,2020-01-26 16:00:00,4,,
Xinjiang,Mainland China,2020-01-26 16:00:00,4,,
Qinghai,Mainland China,2020-01-26 16:00:00,1,,
Washington,US,2020-01-26 16:00:00,1,,
Illinois,US,2020-01-26 16:00:00,1,,
California,US,2020-01-26 16:00:00,2,,
Arizona,US,2020-01-26 16:00:00,1,,
,Japan,2020-01-26 16:00:00,4,,1.0
,Thailand,2020-01-26 16:00:00,8,,2.0
,South Korea,2020-01-26 16:00:00,3,,
,Singapore,2020-01-26 16:00:00,4,,
,Vietnam,2020-01-26 16:00:00,2,,
,France,2020-01-26 16:00:00,3,,
,Australia,2020-01-26 16:00:00,4,,
,Nepal,2020-01-26 16:00:00,1,,
,Malaysia,2020-01-26 16:00:00,4,,
Ontario,Canada,2020-01-26 16:00:00,1,,
